Curing Press,Sub_Machine,.,Task_Description,Task_Code,Estimated_mins,Crew,Period_freq,W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,W11,W12,W13,W14,W15,W16,W17,W18,W19,W20,W21,W22,W23,W24,W25,W26,W27,W28,W29,W30,W31,W32,W33,W34,W35,W36,W37,W38,W39,W40,W41,W42,W43,W44,W45,W46,W47,W48,W49,W50,W51,W52
H5,لمبات التوضيح,28,التأكد من سلامة لمبات التوضيح الموجودة أعلى و أسفل البانل و تغيير التالف منهم,10.2,10,1E,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,
H5,السيلكتور سويتش,29,التأكد من سلامة التوصيل الخاص بالسيلكتور سويتش و تغيير التالف منه,12.1,10,1E,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,
H5,السيلكتور سويتش,30,اعادة ثتبيت الأسلاك الغير مثبتة جيدا,12.3,10,1E,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,
H5,البانل الرئيسية,11,  التأكد من سلامة الكابلات من و الى البانل,4.3,10,1E,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,
H5,البانل الرئيسية,12,التأكد من سلامة قاطع الدائرة,4.4,10,1E,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,
H5,بانل الPLC,13,توصيل و تثبيت المكونات الداخلية لل PLC,5.1,10,1E,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,
H5,بانل الPLC,14,تنظيف المكونات الداخلية لل PLC من الأتربة باستخدام سبراى مناسب,5.2,10,1E,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,
H5,وحدة التكييف,15,التأكد من أن وحدة التكييف تعمل بحالة جيدة,6.1,10,1E,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,
H5,مؤشر الديجيتال,16,تنظيف الكارت الخاص بمؤشر الديجيتال باستخدام سبراى منماسب,7.1,20,1E,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,
H5,مؤشر الديجيتال,17,اعادة تثبيت و توصيل الأسلاك,7.2,10,1M,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,
H5,مؤشر الديجيتال,18,تصفية خط  محول الضغط (Transducer) الموصل الى مؤشر الديجيتال,7.3,5,1E,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,
H5,مؤشر الديجيتال,19,ضبط قراءة مؤشر الديجيتال,7.4,10,1E,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,
H6,بريشر سويتش,1,تنظيف ال PS من الماء أو أى طبقة ملوثة على أطراف التوصيل,1.1,10,1E,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,
H6,بريشر سويتش,2,اعادة تثبيت أطراف التوصيل,1.2,10,1E,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,
H6,بريشر سويتش,3,تصفية خط ال PS,1.3,10,1M,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,
H6,بريشر سويتش,4,ضبط ال PS على قيمة الضبط  (Set Point),1.4,10,1E,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,
H6,كونتاكتور الموتور,5,التأكد من الحركة الميكانيكية لكونتاكتور التحكم و تنظيفه بسبراى و تغييره اذا لزم الأمر,2.1,30,1E,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,
H6,كونتاكتور الموتور,6,اعادة تربيط و تثبيت أطراف التوصيل,2.2,10,1E,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,
H6,ريلاى التحكم,7,التأكد من الحركة الميكانيكية لريلاى التحكم و تنظيفه بسبراى و تغييره اذا لزم الأمر,3.1,20,1E,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,
H6,ريلاى التحكم,8,اعادة تربيط و تثبيت أطراف التوصيل,3.2,10,1E,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,
H6,البانل الرئيسية,9,تنظيف البانل من الداخل باستخدام بلاور,4.1,10,1E,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,
H6,البانل الرئيسية,10,التأكد من سلامة التوصيل لجميع مكونات القوى أو التحكم ( قاطع الدائرة – الريلاى – الروزيتة – الكونتاكتور ),4.2,20,1E,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,
H6,فرامل الموتور,20,التأكد من سلامة ديسك الفرامل و تغييره اذا لزم الأمر,8.1,20,1E,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,
H6,فرامل الموتور,21,ضبط الجاب الخاصة بالفرامل,8.2,10,1E,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,
H6,الليمت سويتشات & الانكودر,22,التأكد من سلامة توصيل  الأسلاك الخاصة بالانكودر و اعادة تثبيت و توصيل الأسلاك الغير مثبتة جيدا,9.1,10,1E,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,
H6,الليمت سويتشات & الانكودر,23,التأكد من سلامة كابلينج الانكودر و تغييره اذا لزم الأمر,9.2,10,2E,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,
H6,الليمت سويتشات & الانكودر,24,اعادة تثبيت و توصيل الأسلاك,9.3,10,1e,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,
H6,الليمت سويتشات & الانكودر,25,التأكد من سلامة الليمت سويتش و تغييره اذا لزم الأمر,9.4,60,1E,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,
H6,الليمت سويتشات & الانكودر,26,ضبط وضع و مستوى الليمت سويتش,9.5,10,2E,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,
H6,لمبات التوضيح,27,التأكد من سلامة لمبات التوضيح الموجودة بالبانل و تغيير التالف منهم,10.1,10,1E,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,
H6,لمبات التوضيح,28,التأكد من سلامة لمبات التوضيح الموجودة أعلى و أسفل البانل و تغيير التالف منهم,10.2,10,1E,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,
H6,السيلكتور سويتش,29,التأكد من سلامة التوصيل الخاص بالسيلكتور سويتش و تغيير التالف منه,12.1,10,1E,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,
H6,السيلكتور سويتش,30,اعادة ثتبيت الأسلاك الغير مثبتة جيدا,12.3,10,1E,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,
H6,البانل الرئيسية,11,  التأكد من سلامة الكابلات من و الى البانل,4.3,10,1E,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,
H6,البانل الرئيسية,12,التأكد من سلامة قاطع الدائرة,4.4,10,1E,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,
H6,بانل الPLC,13,توصيل و تثبيت المكونات الداخلية لل PLC,5.1,10,1E,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,
H6,بانل الPLC,14,تنظيف المكونات الداخلية لل PLC من الأتربة باستخدام سبراى مناسب,5.2,10,1E,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,
H6,وحدة التكييف,15,التأكد من أن وحدة التكييف تعمل بحالة جيدة,6.1,10,1E,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,
H6,مؤشر الديجيتال,16,تنظيف الكارت الخاص بمؤشر الديجيتال باستخدام سبراى منماسب,7.1,20,1E,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,
H6,مؤشر الديجيتال,17,اعادة تثبيت و توصيل الأسلاك,7.2,10,1M,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,
H6,مؤشر الديجيتال,18,تصفية خط  محول الضغط (Transducer) الموصل الى مؤشر الديجيتال,7.3,5,1E,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,
H6,مؤشر الديجيتال,19,ضبط قراءة مؤشر الديجيتال,7.4,10,1E,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,
H7,بريشر سويتش,1,تنظيف ال PS من الماء أو أى طبقة ملوثة على أطراف التوصيل,1.1,10,1E,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,
H7,بريشر سويتش,2,اعادة تثبيت أطراف التوصيل,1.2,10,1E,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,
H7,بريشر سويتش,3,تصفية خط ال PS,1.3,10,1M,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,
H7,بريشر سويتش,4,ضبط ال PS على قيمة الضبط  (Set Point),1.4,10,1E,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,
H7,كونتاكتور الموتور,5,التأكد من الحركة الميكانيكية لكونتاكتور التحكم و تنظيفه بسبراى و تغييره اذا لزم الأمر,2.1,30,1E,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,
H7,كونتاكتور الموتور,6,اعادة تربيط و تثبيت أطراف التوصيل,2.2,10,1E,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,
H7,ريلاى التحكم,7,التأكد من الحركة الميكانيكية لريلاى التحكم و تنظيفه بسبراى و تغييره اذا لزم الأمر,3.1,20,1E,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,
H7,ريلاى التحكم,8,اعادة تربيط و تثبيت أطراف التوصيل,3.2,10,1E,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,
H7,البانل الرئيسية,9,تنظيف البانل من الداخل باستخدام بلاور,4.1,10,1E,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,
H7,البانل الرئيسية,10,التأكد من سلامة التوصيل لجميع مكونات القوى أو التحكم ( قاطع الدائرة – الريلاى – الروزيتة – الكونتاكتور ),4.2,20,1E,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,
H7,فرامل الموتور,20,التأكد من سلامة ديسك الفرامل و تغييره اذا لزم الأمر,8.1,20,1E,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,
H7,فرامل الموتور,21,ضبط الجاب الخاصة بالفرامل,8.2,10,1E,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,
H7,الليمت سويتشات & الانكودر,22,التأكد من سلامة توصيل  الأسلاك الخاصة بالانكودر و اعادة تثبيت و توصيل الأسلاك الغير مثبتة جيدا,9.1,10,1E,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,
H7,الليمت سويتشات & الانكودر,23,التأكد من سلامة كابلينج الانكودر و تغييره اذا لزم الأمر,9.2,10,2E,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,
H7,الليمت سويتشات & الانكودر,24,اعادة تثبيت و توصيل الأسلاك,9.3,10,1e,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,
H7,الليمت سويتشات & الانكودر,25,التأكد من سلامة الليمت سويتش و تغييره اذا لزم الأمر,9.4,60,1E,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,
H7,الليمت سويتشات & الانكودر,26,ضبط وضع و مستوى الليمت سويتش,9.5,10,2E,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,
H7,لمبات التوضيح,27,التأكد من سلامة لمبات التوضيح الموجودة بالبانل و تغيير التالف منهم,10.1,10,1E,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,
H7,لمبات التوضيح,28,التأكد من سلامة لمبات التوضيح الموجودة أعلى و أسفل البانل و تغيير التالف منهم,10.2,10,1E,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,
H7,السيلكتور سويتش,29,التأكد من سلامة التوصيل الخاص بالسيلكتور سويتش و تغيير التالف منه,12.1,10,1E,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,
H7,السيلكتور سويتش,30,اعادة ثتبيت الأسلاك الغير مثبتة جيدا,12.3,10,1E,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,
H7,البانل الرئيسية,11,  التأكد من سلامة الكابلات من و الى البانل,4.3,10,1E,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,
H7,البانل الرئيسية,12,التأكد من سلامة قاطع الدائرة,4.4,10,1E,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,
H7,بانل الPLC,13,توصيل و تثبيت المكونات الداخلية لل PLC,5.1,10,1E,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,
H7,بانل الPLC,14,تنظيف المكونات الداخلية لل PLC من الأتربة باستخدام سبراى مناسب,5.2,10,1E,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,
H7,وحدة التكييف,15,التأكد من أن وحدة التكييف تعمل بحالة جيدة,6.1,10,1E,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,
H7,مؤشر الديجيتال,16,تنظيف الكارت الخاص بمؤشر الديجيتال باستخدام سبراى منماسب,7.1,20,1E,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,
H7,مؤشر الديجيتال,17,اعادة تثبيت و توصيل الأسلاك,7.2,10,1M,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,
H7,مؤشر الديجيتال,18,تصفية خط  محول الضغط (Transducer) الموصل الى مؤشر الديجيتال,7.3,5,1E,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,
H7,مؤشر الديجيتال,19,ضبط قراءة مؤشر الديجيتال,7.4,10,1E,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,
H8,بريشر سويتش,1,تنظيف ال PS من الماء أو أى طبقة ملوثة على أطراف التوصيل,1.1,10,1E,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,
H8,بريشر سويتش,2,اعادة تثبيت أطراف التوصيل,1.2,10,1E,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,
H8,بريشر سويتش,3,تصفية خط ال PS,1.3,10,1M,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,
H8,بريشر سويتش,4,ضبط ال PS على قيمة الضبط  (Set Point),1.4,10,1E,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,
H8,كونتاكتور الموتور,5,التأكد من الحركة الميكانيكية لكونتاكتور التحكم و تنظيفه بسبراى و تغييره اذا لزم الأمر,2.1,30,1E,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,
H8,كونتاكتور الموتور,6,اعادة تربيط و تثبيت أطراف التوصيل,2.2,10,1E,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,
H8,ريلاى التحكم,7,التأكد من الحركة الميكانيكية لريلاى التحكم و تنظيفه بسبراى و تغييره اذا لزم الأمر,3.1,20,1E,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,
H8,ريلاى التحكم,8,اعادة تربيط و تثبيت أطراف التوصيل,3.2,10,1E,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,
H8,البانل الرئيسية,9,تنظيف البانل من الداخل باستخدام بلاور,4.1,10,1E,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,
H8,البانل الرئيسية,10,التأكد من سلامة التوصيل لجميع مكونات القوى أو التحكم ( قاطع الدائرة – الريلاى – الروزيتة – الكونتاكتور ),4.2,20,1E,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,
H8,فرامل الموتور,20,التأكد من سلامة ديسك الفرامل و تغييره اذا لزم الأمر,8.1,20,1E,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,
H8,فرامل الموتور,21,ضبط الجاب الخاصة بالفرامل,8.2,10,1E,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,
H8,الليمت سويتشات & الانكودر,22,التأكد من سلامة توصيل  الأسلاك الخاصة بالانكودر و اعادة تثبيت و توصيل الأسلاك الغير مثبتة جيدا,9.1,10,1E,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,
H8,الليمت سويتشات & الانكودر,23,التأكد من سلامة كابلينج الانكودر و تغييره اذا لزم الأمر,9.2,10,2E,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,
H8,الليمت سويتشات & الانكودر,24,اعادة تثبيت و توصيل الأسلاك,9.3,10,1e,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,
H8,الليمت سويتشات & الانكودر,25,التأكد من سلامة الليمت سويتش و تغييره اذا لزم الأمر,9.4,60,1E,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,
H8,الليمت سويتشات & الانكودر,26,ضبط وضع و مستوى الليمت سويتش,9.5,10,2E,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,
H8,لمبات التوضيح,27,التأكد من سلامة لمبات التوضيح الموجودة بالبانل و تغيير التالف منهم,10.1,10,1E,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,
H8,لمبات التوضيح,28,التأكد من سلامة لمبات التوضيح الموجودة أعلى و أسفل البانل و تغيير التالف منهم,10.2,10,1E,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,
H8,السيلكتور سويتش,29,التأكد من سلامة التوصيل الخاص بالسيلكتور سويتش و تغيير التالف منه,12.1,10,1E,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,
H8,السيلكتور سويتش,30,اعادة ثتبيت الأسلاك الغير مثبتة جيدا,12.3,10,1E,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,
H8,البانل الرئيسية,11,  التأكد من سلامة الكابلات من و الى البانل,4.3,10,1E,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,
H8,البانل الرئيسية,12,التأكد من سلامة قاطع الدائرة,4.4,10,1E,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,
H8,بانل الPLC,13,توصيل و تثبيت المكونات الداخلية لل PLC,5.1,10,1E,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,
H8,بانل الPLC,14,تنظيف المكونات الداخلية لل PLC من الأتربة باستخدام سبراى مناسب,5.2,10,1E,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,
H8,وحدة التكييف,15,التأكد من أن وحدة التكييف تعمل بحالة جيدة,6.1,10,1E,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,
H8,مؤشر الديجيتال,16,تنظيف الكارت الخاص بمؤشر الديجيتال باستخدام سبراى منماسب,7.1,20,1E,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,
H8,مؤشر الديجيتال,17,اعادة تثبيت و توصيل الأسلاك,7.2,10,1M,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,
H8,مؤشر الديجيتال,18,تصفية خط  محول الضغط (Transducer) الموصل الى مؤشر الديجيتال,7.3,5,1E,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,
H8,مؤشر الديجيتال,19,ضبط قراءة مؤشر الديجيتال,7.4,10,1E,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,
H9,بريشر سويتش,1,تنظيف ال PS من الماء أو أى طبقة ملوثة على أطراف التوصيل,1.1,10,1E,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,
H9,بريشر سويتش,2,اعادة تثبيت أطراف التوصيل,1.2,10,1E,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,
H9,بريشر سويتش,3,تصفية خط ال PS,1.3,10,1M,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,
H9,بريشر سويتش,4,ضبط ال PS على قيمة الضبط  (Set Point),1.4,10,1E,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,
H9,كونتاكتور الموتور,5,التأكد من الحركة الميكانيكية لكونتاكتور التحكم و تنظيفه بسبراى و تغييره اذا لزم الأمر,2.1,30,1E,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,
H9,كونتاكتور الموتور,6,اعادة تربيط و تثبيت أطراف التوصيل,2.2,10,1E,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,
H9,ريلاى التحكم,7,التأكد من الحركة الميكانيكية لريلاى التحكم و تنظيفه بسبراى و تغييره اذا لزم الأمر,3.1,20,1E,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,
H9,ريلاى التحكم,8,اعادة تربيط و تثبيت أطراف التوصيل,3.2,10,1E,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,
H9,البانل الرئيسية,9,تنظيف البانل من الداخل باستخدام بلاور,4.1,10,1E,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,
H9,البانل الرئيسية,10,التأكد من سلامة التوصيل لجميع مكونات القوى أو التحكم ( قاطع الدائرة – الريلاى – الروزيتة – الكونتاكتور ),4.2,20,1E,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,
H9,فرامل الموتور,20,التأكد من سلامة ديسك الفرامل و تغييره اذا لزم الأمر,8.1,20,1E,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,
H9,فرامل الموتور,21,ضبط الجاب الخاصة بالفرامل,8.2,10,1E,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,
H9,الليمت سويتشات & الانكودر,22,التأكد من سلامة توصيل  الأسلاك الخاصة بالانكودر و اعادة تثبيت و توصيل الأسلاك الغير مثبتة جيدا,9.1,10,1E,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,
H9,الليمت سويتشات & الانكودر,23,التأكد من سلامة كابلينج الانكودر و تغييره اذا لزم الأمر,9.2,10,2E,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,
H9,الليمت سويتشات & الانكودر,24,اعادة تثبيت و توصيل الأسلاك,9.3,10,1e,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,
H9,الليمت سويتشات & الانكودر,25,التأكد من سلامة الليمت سويتش و تغييره اذا لزم الأمر,9.4,60,1E,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,
H9,الليمت سويتشات & الانكودر,26,ضبط وضع و مستوى الليمت سويتش,9.5,10,2E,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,
H9,لمبات التوضيح,27,التأكد من سلامة لمبات التوضيح الموجودة بالبانل و تغيير التالف منهم,10.1,10,1E,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,
H9,لمبات التوضيح,28,التأكد من سلامة لمبات التوضيح الموجودة أعلى و أسفل البانل و تغيير التالف منهم,10.2,10,1E,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,
H9,السيلكتور سويتش,29,التأكد من سلامة التوصيل الخاص بالسيلكتور سويتش و تغيير التالف منه,12.1,10,1E,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,
